Тип,Підтип,Бенефіціар,Інвестор,Країна,Найменування суб'єкта госпощдарювання,Область,Район,"Потужність, МВт","Дата встановлення ""Зеленого тарифу""",Місяць,Квартал,Рік,Зелений Тариф ЕЦ,% надбавки,Тариф+ надбавка,Дата встановлення надбавки,Січ.17,Лют.17,Бер.17,Кві.17,Тра.17,Чер.17,Лип.17,Сер.17,Вер.17,Жов.17,Лис.17,Гру.17,Січ.18,Лют.18,Бер.18,Кві.18,Тра.18,Чер.18,Лип.18,Сер.18,Вер.18,Жов.18,Лис.18,Гру.18,Січ.19,Лют.19,Бер.19,Кві.19,Тра.19,Чер.19,Лип.19,Сер.19,1,2,3,4,5,6,7,8,9,10,11,12,Всього
ВЕС,unknown,Єфімов,,Україна,"ТОВ ""ВІТРЯНИЙ ПАРК ПРИЧОРНОМОРСЬКИЙ""",Миколаївська ,,2.5,2016-12-22,12.0,4,2016.0,0.1018,0.1,0.112,2016-12-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.4082571382432,740.575439549739,819.9228080729255,638.7150295551241,588.5045017073292,547.6182984648244,405.3258964430586,543.827799212279,569.5204855232217,660.005530540295,821.4760998186284,939.7344370388184,8246.634583064486
ВЕС,unknown,Єфімов,,Україна,"ТОВ ""ВІТРЯНИЙ ПАРК ПРИЧОРНОМОРСЬКИЙ""",Миколаївська ,Березанський,3.0,2017-09-29,9.0,3,2017.0,0.1018,0.1,0.112,2017-09-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.6899085658918,888.6905274596868,983.9073696875104,766.458035466149,706.205402048795,657.1419581577894,486.3910757316702,652.593359054735,683.4245826278661,792.006636648354,985.7713197823541,1127.681324446582,9895.961499677382
ВЕС,unknown,Єфімов,,Україна,"ТОВ ""ВІТРЯНИЙ ПАРК ПРИЧОРНОМОРСЬКИЙ""",Миколаївська ,Березанський,3.0,2018-09-18,9.0,3,2018.0,0.1018,0.1,0.112,2018-09-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.6899085658918,888.6905274596868,983.9073696875104,766.458035466149,706.205402048795,657.1419581577894,486.3910757316702,652.593359054735,683.4245826278661,792.006636648354,985.7713197823541,1127.681324446582,9895.961499677382
ВЕС,unknown,Єфімов,,Україна,"ТОВ ""ВІТРЯНИЙ ПАРК ПРИЧОРНОМОРСЬКИЙ""",Миколаївська ,Березанський,2.5,2018-11-27,11.0,4,2018.0,0.1018,0.1,0.112,2018-11-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.4082571382432,740.575439549739,819.9228080729255,638.7150295551241,588.5045017073292,547.6182984648244,405.3258964430586,543.827799212279,569.5204855232217,660.005530540295,821.4760998186284,939.7344370388184,8246.634583064486
ВЕС,unknown,Єфімов,,Україна,"ТОВ ""ВІТРЯНИЙ ПАРК ПРИЧОРНОМОРСЬКИЙ""",Миколаївська ,Вітовський ,3.2,2018-01-30,1.0,1,2018.0,0.1018,0.1,0.112,2018-01-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.4025691369513,947.9365626236661,1049.5011943333445,817.555237830559,753.2857621853814,700.9514220349754,518.817147447115,696.0995829917173,728.9862214697239,844.8070790915776,1051.4894077678446,1202.8600794096874,10555.692266322543
ВЕС,unknown,Єфімов,,Україна,"ТОВ ""ВІТРЯНИЙ ПАРК ПРИЧОРНОМОРСЬКИЙ""",Миколаївська ,Вітовський ,3.2,2018-02-27,2.0,1,2018.0,0.1018,0.1,0.112,2018-02-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.4025691369513,947.9365626236661,1049.5011943333445,817.555237830559,753.2857621853814,700.9514220349754,518.817147447115,696.0995829917173,728.9862214697239,844.8070790915776,1051.4894077678446,1202.8600794096874,10555.692266322543
ВЕС,unknown,Єфімов,,Україна,"ТОВ ""ВІТРЯНИЙ ПАРК ПРИЧОРНОМОРСЬКИЙ""",Миколаївська ,Вітовський ,3.2,2018-06-26,6.0,2,2018.0,0.1018,0.1,0.112,2018-06-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.4025691369513,947.9365626236661,1049.5011943333445,817.555237830559,753.2857621853814,700.9514220349754,518.817147447115,696.0995829917173,728.9862214697239,844.8070790915776,1051.4894077678446,1202.8600794096874,10555.692266322543
ВЕС,unknown,Єфімов,,Україна,"ТОВ ""ВІТРЯНИЙ ПАРК ПРИЧОРНОМОРСЬКИЙ""",Миколаївська ,Очаківський,3.3,2019-02-26,2.0,1,2019.0,0.1018,0.1,0.112,2019-02-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282.2588994224811,977.5595802056555,1082.2981066562616,843.103839012764,776.8259422536745,722.8561539735683,535.0301833048372,717.8526949602084,751.7670408906527,871.2073003131893,1084.3484517605893,1240.44945689124,10885.557649645123
ВЕС,unknown,Єфімов,,Україна,"ТОВ ""ВІТРЯНИЙ ПАРК ПРИЧОРНОМОРСЬКИЙ""",Миколаївська ,Очаківський,3.3,2019-03-19,3.0,1,2019.0,0.1018,0.1,0.112,2019-03-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282.2588994224811,977.5595802056555,1082.2981066562616,843.103839012764,776.8259422536745,722.8561539735683,535.0301833048372,717.8526949602084,751.7670408906527,871.2073003131893,1084.3484517605893,1240.44945689124,10885.557649645123
ВЕС,unknown,Єфімов,,Україна,"ТОВ ""ВІТРЯНИЙ ПАРК ПРИЧОРНОМОРСЬКИЙ""",Миколаївська ,Очаківський,3.5,2019-05-11,5.0,2,2019.0,0.1018,0.1,0.112,2019-05-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.9715599935405,1036.8056153696343,1147.8919313020954,894.2010413771739,823.9063023902609,766.6656178507542,567.456255020282,761.3589188971906,797.3286797325104,924.0077427564129,1150.0665397460798,1315.6282118543456,11545.288416290281
ВЕС,unknown,Єфімов,,Україна,"ТОВ ""ВІТРЯНИЙ ПАРК ПРИЧОРНОМОРСЬКИЙ""",Миколаївська ,,9.6,2020-01-14,1.0,1,2020.0,0.1018,0.1,0.112,2020-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3730.2077074108533,2843.8096878709975,3148.503583000033,2452.665713491677,2259.8572865561437,2102.854266104926,1556.4514423413445,2088.2987489751513,2186.9586644091714,2534.4212372747324,3154.468223303533,3608.580238229062,31667.076798967624
ВЕС,unknown,,,,"ТзОВ ""Зборівська птахофабрика""",Тернопільська,,1.32,2018-11-13,11.0,4,2018.0,0.0679,0.0,0.0679,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.114,0.202,0.177,0.204,0.266,0.225,0.121,0.064,0.075,0.073,512.9035597689924,391.02383208226223,432.91924266250464,337.2415356051056,310.7303769014698,289.14246158942734,214.0120733219349,287.1410779840834,300.70681635626113,348.48292012527577,433.7393807042359,496.1797827564961,4354.22305985805
ВЕС,unknown,,,,"ТзОВ ""Зборівська птахофабрика""",Тернопільська,,0.66,2019-08-06,8.0,3,2019.0,0.0679,0.0,0.0679,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.4517798844962,195.51191604113112,216.45962133125232,168.6207678025528,155.3651884507349,144.57123079471367,107.00603666096745,143.5705389920417,150.35340817813056,174.24146006263788,216.86969035211794,248.08989137824804,2177.111529929025
ВЕС,unknown,Козицький,Еко оптіма,Україна,"ТОВ ""КАРПАТСЬКИЙ ВІТЕР""",Львівська ,Старосамбірський,20.7,2017-04-12,9.0,3,2017.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.853,4.074,7.178000000000001,5.839,1.219,3.184,4.639,2.405,1.932,2.662,0.998,2.144,3.447,2.235,7.453,5.84,6.51,6.123,2.762,2.82,2.219,2.543,2.293,8043.260369104654,6131.964639471839,6788.960850843821,5288.560444716428,4872.817274136685,4534.279511288746,3356.098422548525,4502.89417747767,4715.629620132276,5464.8457928736425,6801.822106498243,7781.001138681416,68282.13434777396
ВЕС,unknown,,Guris,Туреччина,"ТОВ ""ОВІД ВІНД""",Одеська ,Овідіопольський,32.67,2019-04-12,4.0,2,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.017,7.547,7.021,8.272,12694.363104282562,9677.83984403599,10714.751255896988,8346.728006226364,7690.576828311378,7156.275924338326,5296.7988147178885,7106.741680106063,7442.493704817463,8624.952273100575,10735.049672429837,12280.44962322328,107767.02073148673
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,"ТОВ ""ПРИМОРСЬКА ВІТРОЕЛЕКТРОСТАНЦІЯ""",Запорізька  ,Приморський,26.81,2019-02-26,2.0,1,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.273,23.689,24.358,29.453,16.983,27.779,10417.38214955052,7941.9310137314005,8792.852193774052,6849.579976949151,6311.122276309397,5872.658632736778,4346.71491345536,5832.009318752481,6107.5376867510295,7077.899309514123,8809.509694454971,10077.712102804287,88436.90926878355
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,"ТОВ ""ПРИМОРСЬКА ВІТРОЕЛЕКТРОСТАНЦІЯ""",Запорізька  ,Приморський,42.13,2019-03-26,3.0,1,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16370.171949293677,12480.177307292202,13817.339161644939,10763.625678062952,9917.477862771912,9228.463565729224,6830.552006858423,9164.586072325328,9597.559222037333,11122.41320066505,13843.515234143528,15836.404732978168,138972.28599380277
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,"ТОВ ""ПРИМОРСЬКА ВІТРОЕЛЕКТРОСТАНЦІЯ""",Запорізька  ,Приморський,26.81,2019-04-12,4.0,2,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10417.38214955052,7941.9310137314005,8792.852193774052,6849.579976949151,6311.122276309397,5872.658632736778,4346.71491345536,5832.009318752481,6107.5376867510295,7077.899309514123,8809.509694454971,10077.712102804287,88436.90926878355
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,"ТОВ ""ПРИМОРСЬКА ВІТРОЕЛЕКТРОСТАНЦІЯ""",Запорізька  ,Приморський,3.83,2019-08-23,8.0,3,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.1974499357887,1134.5615733902,1256.1217419677214,978.5114252784501,901.5888966156283,838.9512332481112,620.9592733507657,833.1441883932116,872.5053838215757,1011.1284727877318,1258.5013849221389,1439.6731575434696,12633.844181254792
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,"ТОВ ""Приморська вітроелектростанція-2""",Запорізька  ,Приморський,7.66,2019-11-26,11.0,4,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2976.3948998715773,2269.1231467804,2512.243483935443,1957.0228505569003,1803.1777932312566,1677.9024664962224,1241.9185467015313,1666.2883767864232,1745.0107676431514,2022.2569455754635,2517.0027698442777,2879.3463150869393,25267.688362509583
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,"ТОВ ""Приморська вітроелектростанція-2""",Запорізька  ,Приазовський,7.66,2019-07-09,7.0,3,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2976.3948998715773,2269.1231467804,2512.243483935443,1957.0228505569003,1803.1777932312566,1677.9024664962224,1241.9185467015313,1666.2883767864232,1745.0107676431514,2022.2569455754635,2517.0027698442777,2879.3463150869393,25267.688362509583
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,"ТОВ ""Приморська вітроелектростанція-2""",Запорізька  ,Приазовський,22.98,2019-08-23,8.0,3,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8929.184699614732,6807.369440341201,7536.73045180633,5871.068551670702,5409.53337969377,5033.707399488667,3725.755640104594,4998.865130359269,5235.032302929454,6066.770836726392,7551.008309532834,8638.038945260818,75803.06508752877
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,"ТОВ ""Приморська вітроелектростанція-2""",Запорізька  ,Приазовський,30.64,2019-09-13,9.0,3,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11905.57959948631,9076.4925871216,10048.973935741771,7828.091402227601,7212.711172925026,6711.609865984889,4967.674186806125,6665.153507145693,6980.043070572606,8089.027782301854,10068.011079377111,11517.385260347757,101070.75345003833
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,"ТОВ ""Приморська вітроелектростанція-2""",Запорізька  ,Приазовський,11.49,2019-09-24,9.0,3,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4464.592349807366,3403.6847201706005,3768.365225903165,2935.534275835351,2704.766689846885,2516.8536997443334,1862.877820052297,2499.4325651796344,2617.516151464727,3033.385418363196,3775.504154766417,4319.019472630409,37901.532543764384
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,"ТОВ ""Приморська вітроелектростанція-2""",Запорізька  ,Приазовський,3.83,2019-10-07,10.0,4,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.1974499357887,1134.5615733902,1256.1217419677214,978.5114252784501,901.5888966156283,838.9512332481112,620.9592733507657,833.1441883932116,872.5053838215757,1011.1284727877318,1258.5013849221389,1439.6731575434696,12633.844181254792
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,"ТОВ ""Приморська вітроелектростанція-2""",Запорізька  ,Приазовський,7.66,2019-10-11,10.0,4,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2976.3948998715773,2269.1231467804,2512.243483935443,1957.0228505569003,1803.1777932312566,1677.9024664962224,1241.9185467015313,1666.2883767864232,1745.0107676431514,2022.2569455754635,2517.0027698442777,2879.3463150869393,25267.688362509583
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,"ТОВ ""Приморська вітроелектростанція-2""",Запорізька  ,Приазовський,7.66,2019-10-24,10.0,4,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2976.3948998715773,2269.1231467804,2512.243483935443,1957.0228505569003,1803.1777932312566,1677.9024664962224,1241.9185467015313,1666.2883767864232,1745.0107676431514,2022.2569455754635,2517.0027698442777,2879.3463150869393,25267.688362509583
ВЕС,unknown,,,,"ТОВ ""ВКФ ""Лігена""",Київська ,м. Бориспіль,0.45,2013-12-05,12.0,4,2013.0,0.0646,0.0,0.0646,0,0.002,0.003,0.003999999999999999,0.004,0.0010000000000000009,0.0009999999999999992,0.0,0.0,0.0020000000000000018,0.002999999999999999,0.0010000000000000009,0.0019999999999999983,0.001,0.0,0.001,0.002,0.001,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.8534862848838,133.30357911895302,147.58610545312655,114.96870531992235,105.93081030731926,98.5712937236684,72.95866135975054,97.88900385821023,102.51368739417991,118.80099549725308,147.86569796735313,169.15219866698732,1484.3942249516074
ВЕС,unknown,Козицький,Еко Оптіма,Україна,"ТОВ ""ЕКО-ОПТІМА""",Львівська ,,6.6,2014-12-25,12.0,4,2014.0,0.1131,0.0,0.1131,0,1.792,1.6199999999999999,1.795,1.87,0.8380000000000001,1.2779999999999996,0.5709999999999997,0.7650000000000006,1.383000000000001,2.3309999999999995,1.642999999999999,2.496000000000002,2.092,0.425,1.102,1.651,0.996,0.668,0.722,0.525,1.058,1.314,0.942,2.307,1.878,2.114,2.092,1.161,1.027,0.811,0.791,0.861,2564.5177988449623,1955.119160411311,2164.596213312523,1686.207678025528,1553.651884507349,1445.7123079471367,1070.0603666096745,1435.7053899204168,1503.5340817813053,1742.4146006263786,2168.6969035211787,2480.89891378248,21771.115299290246
ВЕС,unknown,Козицький,Еко Оптіма,Україна,"ТОВ ""ЕКО-ОПТІМА""",Львівська ,,6.6,2016-09-23,9.0,3,2016.0,0.1018,0.0,0.1018,0,1.575,1.531,1.6680000000000001,1.7160000000000002,0.7189999999999994,1.2089999999999996,1.048,0.4540000000000006,0.8409999999999993,2.0410000000000004,1.4969999999999999,2.404,2.043,0.451,1.06,1.464,0.766,0.595,0.588,0.412,0.883,1.304,0.778,2.11,1.788,1.969,1.951,0.931,0.864,0.623,0.694,0.725,2564.5177988449623,1955.119160411311,2164.596213312523,1686.207678025528,1553.651884507349,1445.7123079471367,1070.0603666096745,1435.7053899204168,1503.5340817813053,1742.4146006263786,2168.6969035211787,2480.89891378248,21771.115299290246
ВЕС,unknown,,NBT,Норвегія,"ТОВ ""СИВАШЕНЕРГОПРОМ""",Херсонська ,Чаплинський,2.92,2012-07-26,7.0,3,2012.0,0.1131,0.0,0.1131,0,0.269,0.265,0.376,0.388,0.22699999999999987,0.19200000000000017,0.20599999999999996,0.3380000000000001,0.36099999999999977,0.4039999999999999,0.3600000000000003,0.33999999999999986,0.524,0.403,0.494,0.322,0.269,0.148,0.137,0.281,0.241,0.376,0.395,0.423,0.362,0.296,0.423,0.274,0.318,0.235,0.054,0.204,1134.6048443374682,864.9921133940952,957.6698398291767,746.0191545203849,687.3732579941604,639.6181726069149,473.4206470454924,635.190869479942,665.199927091123,770.8864596710644,959.4840845881581,1097.6098224613397,9632.069193019319
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,ТОВ «ОРЛІВСЬКА ВІТРОЕЛЕКТРОСТАНЦІЯ» ,Запорізька  ,Приморський,19.0,2019-08-06,8.0,3,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7382.702754250649,5628.373340578017,6231.413341354233,4854.234224618944,4472.634212975701,4161.899068332666,3080.4768129672448,4133.091274013321,4328.355689976485,5016.042032106241,6243.218358621576,7141.98172149502,62674.422831290096
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,ТОВ «ОРЛІВСЬКА ВІТРОЕЛЕКТРОСТАНЦІЯ» ,Запорізька  ,Приморський,19.0,2019-08-30,8.0,3,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7382.702754250649,5628.373340578017,6231.413341354233,4854.234224618944,4472.634212975701,4161.899068332666,3080.4768129672448,4133.091274013321,4328.355689976485,5016.042032106241,6243.218358621576,7141.98172149502,62674.422831290096
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,ТОВ «ОРЛІВСЬКА ВІТРОЕЛЕКТРОСТАНЦІЯ» ,Запорізька  ,Приморський,19.0,2019-09-06,9.0,3,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7382.702754250649,5628.373340578017,6231.413341354233,4854.234224618944,4472.634212975701,4161.899068332666,3080.4768129672448,4133.091274013321,4328.355689976485,5016.042032106241,6243.218358621576,7141.98172149502,62674.422831290096
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,ТОВ «ОРЛІВСЬКА ВІТРОЕЛЕКТРОСТАНЦІЯ» ,Запорізька  ,Приморський,7.6,2019-09-10,9.0,3,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2953.0811017002593,2251.3493362312065,2492.565336541693,1941.6936898475774,1789.0536851902807,1664.7596273330662,1232.190725186898,1653.2365096053281,1731.3422759905943,2006.4168128424967,2497.28734344863,2856.7926885980078,25069.769132516038
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,ТОВ «ОРЛІВСЬКА ВІТРОЕЛЕКТРОСТАНЦІЯ» ,Запорізька  ,Приморський,19.0,2019-10-03,10.0,4,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7382.702754250649,5628.373340578017,6231.413341354233,4854.234224618944,4472.634212975701,4161.899068332666,3080.4768129672448,4133.091274013321,4328.355689976485,5016.042032106241,6243.218358621576,7141.98172149502,62674.422831290096
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,ТОВ «ОРЛІВСЬКА ВІТРОЕЛЕКТРОСТАНЦІЯ» ,Запорізька  ,Приморський,7.6,2019-10-07,10.0,4,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2953.0811017002593,2251.3493362312065,2492.565336541693,1941.6936898475774,1789.0536851902807,1664.7596273330662,1232.190725186898,1653.2365096053281,1731.3422759905943,2006.4168128424967,2497.28734344863,2856.7926885980078,25069.769132516038
ВЕС,unknown,Ахметов,ДТЕК ВДЕ,Україна,ТОВ «ОРЛІВСЬКА ВІТРОЕЛЕКТРОСТАНЦІЯ» ,Запорізька  ,Приморський,7.6,2019-10-11,10.0,4,2019.0,0.1018,0.0,0.1018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2953.0811017002593,2251.3493362312065,2492.565336541693,1941.6936898475774,1789.0536851902807,1664.7596273330662,1232.190725186898,1653.2365096053281,1731.3422759905943,2006.4168128424967,2497.28734344863,2856.7926885980078,25069.769132516038
